Region,Crop_Type,Rainfall_mm,Temperature_C,Humidity_%,Soil_pH,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Area_hectare,Crop_Yield_ton_per_hectare
North,Cotton,1550.68,38.55,76.96,7.28,259.94,9.82,3.19,37.66
North,Wheat,604.67,35.68,75.95,8.14,156.78,1.88,14.45,24.64
Central,Sugarcane,1849.79,29.77,32.98,7.65,88.33,1.6,2.65,30.46
East,Wheat,1356.11,18.86,43.89,7.44,122.02,7.13,15.5,13.06
East,Wheat,513.75,17.52,31.11,5.74,168.62,3.28,5.81,17.17
South,Maize,1629.95,37.55,70.7,7.91,64.09,1.0,10.7,33.34
West,Cotton,1100.07,36.71,31.12,5.17,87.11,7.52,11.81,29.74
South,Maize,874.12,19.56,47.21,7.63,270.81,5.12,14.22,20.37
South,Sugarcane,1250.16,36.49,89.13,6.28,156.39,2.16,8.28,33.41
West,Wheat,1601.8,32.51,54.15,7.16,274.74,5.59,12.86,27.95
Central,Sugarcane,1857.49,37.9,62.49,6.49,84.53,5.96,4.53,32.89
Central,Sugarcane,912.66,31.93,73.04,5.37,284.92,2.52,5.41,32.33
West,Maize,1510.98,36.61,83.09,6.4,294.26,5.35,17.6,36.1
West,Sugarcane,945.97,35.5,58.27,6.82,85.51,5.41,13.58,25.65
East,Cotton,421.4,20.6,41.9,8.01,210.97,9.96,19.03,16.92
East,Wheat,1940.38,18.83,46.16,4.54,203.61,7.32,7.04,25.68
East,Rice,876.89,26.35,57.32,6.41,242.8,8.17,17.99,23.51
East,Cotton,1143.15,20.32,62.6,8.21,135.77,6.92,7.9,21.05
North,Rice,1438.6,21.13,51.05,6.38,240.89,6.39,13.76,25.08
North,Rice,1487.63,31.19,79.36,6.28,279.46,2.64,16.27,34.43
Central,Maize,1716.23,20.29,54.06,5.83,149.34,2.48,16.4,24.56
North,Rice,1011.05,30.81,87.97,7.98,197.27,3.51,3.13,30.65
North,Wheat,1532.13,23.97,45.34,5.72,72.46,7.21,18.88,21.86
East,Maize,1384.38,19.17,46.36,5.57,162.73,4.51,1.38,23.46
East,Cotton,1976.38,36.63,82.9,7.76,252.19,6.68,18.29,38.89
West,Cotton,1583.41,25.75,40.68,7.28,66.03,3.39,12.63,25.01
East,Cotton,1911.59,18.72,47.75,6.14,232.43,9.05,15.3,30.82
West,Sugarcane,853.58,15.98,40.93,7.76,153.0,7.84,1.31,16.67
West,Maize,1129.68,36.79,79.43,7.41,64.94,5.42,6.91,29.31
North,Maize,1246.86,17.62,32.51,5.32,291.83,4.1,8.9,24.09
East,Maize,1757.12,24.31,43.78,7.07,102.52,9.36,4.1,23.01
North,Wheat,1079.52,37.23,81.89,7.3,185.2,1.12,16.12,32.97
East,Maize,1291.35,33.17,79.22,7.68,93.23,1.29,17.63,25.38
North,Wheat,619.6,34.64,34.51,8.04,182.73,8.56,2.44,27.22
North,Cotton,707.95,28.98,51.01,4.86,54.22,3.27,16.76,20.77
North,Sugarcane,1025.31,20.38,55.67,5.4,159.79,7.85,16.68,17.87
Central,Rice,480.8,37.95,57.23,8.49,118.06,8.34,10.65,26.91
North,Sugarcane,522.18,20.95,46.58,8.46,208.5,5.36,2.05,18.22
South,Sugarcane,1526.79,20.63,83.03,7.16,84.5,1.76,6.4,20.79
South,Sugarcane,513.54,36.29,42.25,7.42,179.82,6.8,18.0,30.76
South,Rice,402.98,21.22,83.04,7.59,99.51,1.1,17.89,14.74
West,Wheat,500.18,39.24,69.71,6.32,224.79,4.99,6.27,26.65
North,Cotton,1422.06,32.29,74.38,6.46,200.5,2.39,16.72,31.85
South,Rice,1299.38,23.97,37.21,4.93,61.72,6.38,4.38,25.26
West,Cotton,1703.67,15.29,77.18,8.48,146.32,7.28,13.81,13.57
South,Wheat,728.97,21.14,35.32,8.39,99.62,8.89,5.54,16.04
East,Cotton,1342.86,28.88,46.48,5.35,227.33,8.6,5.76,31.64
Central,Wheat,1691.08,21.99,63.46,4.87,255.63,8.2,7.01,26.71
North,Rice,1549.86,15.85,57.56,5.84,280.64,4.94,10.8,24.59
Central,Rice,908.93,20.28,56.65,8.31,197.46,9.01,16.8,20.63
Central,Cotton,1388.59,28.72,87.94,5.3,117.78,4.75,19.15,28.84
East,Cotton,1570.83,34.4,42.55,6.71,208.61,7.94,6.42,39.13
East,Sugarcane,1710.5,32.95,35.31,4.59,121.21,3.09,18.43,28.91
East,Sugarcane,1981.72,22.81,41.9,5.92,218.71,4.36,17.96,26.37
West,Cotton,1039.29,20.26,68.35,7.64,127.13,3.55,8.29,14.44
South,Sugarcane,448.48,32.95,39.84,6.45,290.04,5.1,13.25,31.06
North,Cotton,1237.53,23.72,87.07,5.74,283.33,8.48,3.87,28.71
East,Maize,914.61,34.31,64.11,4.98,54.32,7.51,16.24,20.35
North,Sugarcane,883.24,21.11,65.4,8.33,234.7,7.14,3.84,24.6
North,Cotton,1493.38,35.61,31.41,6.12,202.76,7.95,12.06,35.74
North,Maize,469.46,35.05,57.8,7.49,250.25,2.81,4.32,29.29
East,Sugarcane,1266.44,21.69,45.93,4.99,86.61,1.81,4.25,20.27
East,Rice,1415.74,25.88,46.5,5.11,251.48,9.35,18.21,26.04
South,Cotton,1562.0,16.19,88.31,7.93,104.17,3.67,18.6,12.58
East,Rice,1940.13,19.64,40.53,7.33,248.64,4.57,17.34,23.85
East,Sugarcane,414.11,26.62,54.27,6.26,129.43,3.1,3.97,22.36
North,Maize,1237.66,22.36,33.42,6.67,68.22,7.86,10.82,19.95
South,Cotton,1798.34,23.73,54.58,6.73,295.79,1.46,6.06,27.65
Central,Maize,726.25,22.61,41.06,6.68,200.11,6.47,3.4,19.73
East,Rice,1961.77,18.58,38.24,5.56,171.19,2.76,0.76,27.36
East,Cotton,704.37,15.53,85.03,7.69,54.05,8.06,3.49,15.17
Central,Rice,1419.34,23.55,82.38,5.96,108.69,2.63,3.89,26.65
North,Rice,519.51,17.06,46.52,8.27,152.43,9.45,2.35,15.99
South,Maize,1230.65,30.18,57.17,8.49,245.89,5.45,9.2,30.6
North,Sugarcane,800.8,19.17,56.23,7.82,167.98,2.79,13.48,18.73
West,Rice,897.81,16.84,49.51,4.84,251.1,4.89,19.52,21.33
East,Rice,992.1,18.83,42.98,7.59,182.39,7.65,3.67,24.85
West,Wheat,773.51,15.38,30.84,4.52,63.2,1.67,19.05,19.52
East,Maize,1787.06,24.05,87.43,4.52,239.58,2.59,15.83,26.22
West,Rice,643.41,36.18,56.2,4.71,85.5,9.37,9.5,26.02
Central,Wheat,1088.17,23.4,77.87,6.62,241.34,6.29,1.24,19.66
East,Maize,1970.07,37.41,33.86,7.55,56.39,8.13,8.74,27.32
East,Cotton,1340.55,32.09,79.32,5.23,286.17,2.64,18.29,32.88
West,Sugarcane,1410.06,29.13,52.89,6.63,263.23,8.83,2.16,26.14
South,Maize,1566.71,24.43,74.34,6.88,126.02,6.27,17.87,20.1
West,Rice,1787.48,37.03,71.51,5.61,256.79,1.57,12.32,33.61
East,Wheat,1712.49,15.48,31.22,8.37,98.68,9.65,14.72,15.81
East,Wheat,982.56,31.6,78.23,7.6,258.65,1.49,2.24,26.71
South,Cotton,1740.02,29.58,34.5,6.15,253.85,9.09,12.43,31.39
North,Wheat,727.62,22.28,84.91,8.47,74.18,5.78,18.47,14.76
South,Rice,1047.47,16.68,41.42,8.24,66.74,8.25,6.46,14.86
North,Maize,1468.91,21.31,44.55,4.98,234.9,5.85,12.14,28.59
East,Cotton,791.39,16.87,45.14,7.64,153.25,3.58,3.43,20.12
Central,Sugarcane,967.52,38.3,65.18,7.62,265.65,4.55,3.8,26.89
Central,Sugarcane,1219.84,15.24,82.63,5.88,292.83,7.15,9.09,24.18
West,Rice,786.03,25.52,88.7,5.12,53.18,6.06,8.62,23.4
South,Cotton,1617.17,33.32,59.62,5.88,135.95,9.79,2.89,30.4
South,Cotton,1565.55,22.75,59.14,6.78,87.92,2.1,18.02,19.71
Central,Rice,1875.36,21.86,47.92,7.93,248.11,9.79,18.06,20.86
North,Cotton,505.04,39.68,53.94,7.51,207.8,4.96,15.89,34.33
South,Wheat,1840.03,16.72,61.6,5.15,75.68,1.69,1.35,16.07
North,Wheat,425.34,30.67,82.7,6.09,201.37,2.03,1.31,27.05
North,Rice,1718.36,30.09,70.12,7.53,152.19,1.98,12.55,25.17
North,Rice,811.03,20.75,87.06,6.71,243.51,2.11,17.31,21.14
North,Wheat,1444.36,35.26,32.23,7.45,115.76,8.36,5.71,25.01
West,Maize,1470.81,26.17,30.79,5.13,55.76,7.33,16.97,21.16
West,Rice,1017.57,31.05,85.05,6.61,187.75,8.69,5.65,28.51
Central,Wheat,730.9,20.06,58.84,6.34,232.64,1.33,9.91,17.13
West,Maize,458.28,15.62,54.05,6.69,288.63,8.18,2.61,22.76
South,Maize,1327.05,18.64,68.3,6.35,78.2,6.16,4.29,12.78
West,Wheat,1525.94,20.55,64.4,5.88,261.22,6.05,12.33,21.63
South,Wheat,999.47,33.35,77.07,6.24,81.71,4.14,4.74,25.72
South,Cotton,705.07,27.87,36.69,7.76,175.45,9.13,17.18,27.0
North,Maize,659.56,24.62,76.03,7.01,154.72,4.35,5.66,19.21
Central,Sugarcane,824.92,33.89,69.08,5.62,90.83,8.38,16.0,22.95
North,Cotton,1679.89,16.75,72.61,5.44,250.77,8.5,12.5,22.21
North,Cotton,642.08,18.27,89.07,5.28,211.18,6.87,3.02,16.12
West,Maize,1095.21,36.73,76.94,8.12,220.54,8.45,6.57,32.7
West,Maize,1442.74,24.06,46.69,6.41,243.31,9.81,18.13,28.7
South,Maize,1755.7,21.73,35.17,5.24,129.21,7.36,16.48,21.69
West,Rice,1219.19,23.19,63.54,7.4,261.5,1.63,19.23,24.04
West,Wheat,1488.43,18.81,68.96,6.64,73.64,8.71,9.22,22.51
East,Wheat,1216.91,25.21,69.2,6.84,90.8,4.44,17.06,17.83
South,Wheat,1611.85,36.01,84.04,7.62,224.67,6.27,19.59,32.31
South,Maize,1656.87,31.35,63.36,5.0,262.55,6.43,4.53,30.4
East,Cotton,1650.28,30.51,55.8,6.22,59.31,8.42,10.69,29.01
South,Maize,1577.36,16.23,62.83,6.55,142.98,6.73,4.39,19.88
Central,Maize,1694.29,37.62,36.82,7.99,151.72,5.8,15.66,31.83
Central,Cotton,1681.26,37.09,61.61,4.85,218.74,6.83,9.37,36.9
East,Sugarcane,1781.84,36.61,79.38,7.94,188.25,1.34,8.21,36.83
West,Rice,1147.28,27.2,82.09,7.36,266.41,2.06,19.05,27.71
Central,Sugarcane,1820.48,20.85,78.97,5.37,223.77,1.97,19.72,28.91
East,Maize,519.49,24.88,87.54,6.17,246.34,6.51,11.64,23.2
Central,Wheat,971.64,24.61,73.17,5.66,145.66,5.84,5.5,21.67
North,Wheat,1878.21,33.49,79.36,5.01,208.95,8.52,10.73,37.86
East,Cotton,1063.12,31.99,30.32,7.2,98.12,6.15,11.12,26.75
South,Maize,1782.29,36.09,76.54,4.59,198.15,3.2,10.71,32.23
Central,Cotton,1285.99,25.88,36.09,7.4,215.27,8.22,2.0,24.43
South,Cotton,812.32,37.88,66.93,6.36,118.2,4.1,3.19,24.54
East,Rice,556.3,33.65,59.07,7.83,283.6,2.38,2.71,30.04
Central,Cotton,1515.31,35.63,62.39,5.25,79.65,5.25,19.61,24.47
South,Maize,758.2,20.96,53.32,5.5,137.82,8.72,15.19,18.63
West,Rice,1322.86,38.98,67.4,7.35,232.83,3.52,4.1,35.17
West,Wheat,1028.44,34.05,45.27,7.83,58.06,1.74,6.55,27.23
North,Rice,1472.2,22.6,30.21,5.15,268.32,3.85,16.06,29.25
East,Maize,1395.02,24.51,83.74,4.56,184.23,6.64,12.21,30.78
South,Sugarcane,1372.67,30.15,81.1,8.37,118.54,9.54,10.29,24.65
North,Rice,1225.16,17.52,88.25,7.97,293.95,8.71,3.58,18.55
East,Sugarcane,1502.3,34.62,52.61,7.48,213.09,8.34,4.44,25.91
West,Rice,1542.28,26.55,70.75,5.07,233.58,7.31,16.03,30.12
South,Rice,737.04,34.03,39.61,5.25,61.75,8.9,9.26,22.78
Central,Cotton,1353.69,22.64,73.01,7.12,269.03,3.1,13.93,21.5
West,Sugarcane,421.13,36.68,38.2,7.28,68.94,4.72,10.62,19.42
Central,Sugarcane,1226.5,31.26,50.24,7.0,120.46,5.32,8.25,26.89
Central,Rice,1670.5,26.12,45.89,7.82,261.25,9.82,9.57,26.25
South,Maize,496.66,25.55,31.11,5.43,83.8,6.43,9.31,14.95
South,Maize,916.39,18.98,44.17,7.92,52.7,1.74,13.37,15.19
Central,Sugarcane,458.19,18.04,56.89,4.57,66.43,1.4,18.81,12.4
North,Cotton,1305.01,15.17,33.85,5.18,62.24,7.4,2.68,18.13
Central,Cotton,1881.9,27.2,56.43,7.06,220.79,8.04,7.55,28.86
Central,Maize,918.75,38.97,82.66,5.26,112.83,8.02,13.65,29.94
South,Cotton,984.77,16.3,50.32,5.4,82.76,3.6,4.36,14.02
East,Rice,741.05,39.88,30.6,6.35,141.4,2.14,5.74,30.56
West,Rice,1578.26,38.8,63.81,6.64,165.84,3.18,0.52,35.62
South,Sugarcane,1209.82,39.23,41.14,7.85,284.33,5.64,3.65,34.08
North,Wheat,842.37,26.32,85.08,8.32,274.15,9.6,8.45,22.8
West,Maize,468.3,26.83,46.79,4.59,58.45,1.76,9.62,19.65
South,Maize,1764.26,33.25,59.81,4.77,241.3,8.23,17.08,36.93
South,Wheat,1506.52,24.86,85.25,4.78,234.99,6.24,11.47,22.56
East,Cotton,1963.0,16.02,62.62,8.4,153.46,9.54,3.37,19.03
North,Rice,1298.58,27.34,36.13,7.44,153.49,1.3,13.2,20.67
North,Rice,1934.34,31.09,59.99,6.5,69.52,6.47,19.71,23.57
South,Maize,1514.28,27.77,79.56,7.33,214.09,5.46,5.96,25.74
East,Maize,1088.85,24.03,82.83,6.86,262.73,2.54,16.79,26.06
South,Cotton,774.19,38.62,42.12,7.51,172.77,9.02,13.31,32.92
Central,Cotton,495.27,39.19,49.59,5.41,296.82,9.5,0.65,31.12
Central,Maize,408.24,19.87,88.47,8.17,130.3,8.0,0.69,23.57
East,Cotton,1729.53,38.48,32.02,7.58,129.72,2.05,5.63,30.31
South,Wheat,1397.25,16.72,69.09,6.88,220.27,2.75,10.32,21.71
East,Rice,698.82,38.79,67.18,4.68,113.8,3.29,0.91,23.95
South,Maize,1497.33,37.73,80.38,5.55,280.75,5.11,5.46,34.87
South,Wheat,1867.37,36.52,85.77,7.5,199.53,2.71,5.2,35.79
Central,Wheat,490.35,27.76,32.74,5.03,110.8,3.83,4.91,22.35
West,Sugarcane,1686.7,24.89,53.43,4.69,196.9,5.0,6.81,30.66
North,Maize,1736.7,20.65,82.3,6.62,51.06,6.93,7.69,22.5
North,Sugarcane,1443.13,15.68,41.93,5.6,166.51,5.73,9.92,17.87
East,Wheat,1898.02,30.92,71.33,8.14,167.82,3.62,6.43,26.97
North,Maize,1946.16,17.81,36.68,5.56,228.52,3.59,5.63,20.05
Central,Sugarcane,1636.66,36.78,70.54,6.51,57.29,9.53,11.7,31.92
West,Rice,669.2,34.93,55.01,7.28,64.3,8.76,11.09,21.68
South,Maize,532.72,31.53,36.7,5.69,59.59,9.25,5.26,21.38
South,Sugarcane,1077.12,31.38,35.37,7.34,170.36,2.23,5.93,24.94
Central,Cotton,1042.1,34.85,40.41,6.64,79.0,5.05,12.73,23.92
North,Maize,629.26,23.07,55.37,6.17,297.14,7.69,6.51,26.02
South,Cotton,464.01,21.3,75.35,8.04,130.86,8.71,17.44,13.52
North,Maize,797.76,22.54,54.71,8.35,161.85,7.95,9.37,21.42
Central,Sugarcane,861.97,37.06,74.48,7.05,127.68,8.3,7.46,25.2
South,Sugarcane,1877.53,17.82,77.44,5.77,152.27,4.2,6.58,20.39
East,Maize,1967.97,31.56,37.99,8.18,268.99,6.79,14.79,32.57
West,Wheat,1976.39,39.05,44.48,6.63,215.0,1.76,13.26,42.83
North,Sugarcane,1699.48,36.66,36.0,7.51,111.86,4.13,17.49,29.0
North,Maize,1633.99,20.87,76.18,4.62,292.04,9.92,9.73,22.02
North,Maize,1901.11,32.23,59.12,6.84,70.63,7.21,7.24,29.39
North,Rice,944.5,26.68,36.66,4.62,141.24,4.3,16.0,24.62
Central,Cotton,1261.28,29.18,80.34,7.95,147.57,8.01,13.74,24.71
Central,Rice,1340.04,31.2,57.68,7.85,279.48,9.48,17.86,30.01
Central,Cotton,1319.95,32.16,53.4,6.59,163.79,5.04,9.07,30.62
Central,Cotton,1090.98,21.78,34.96,7.67,155.85,3.42,18.69,20.2
South,Rice,1960.92,33.76,61.63,5.18,199.25,6.47,19.05,35.19
Central,Wheat,911.16,37.59,67.05,6.76,106.36,9.95,12.15,26.17
South,Maize,754.36,23.52,59.88,6.51,213.27,2.79,14.43,23.84
East,Sugarcane,1581.17,24.14,59.17,7.0,131.42,7.16,1.87,27.99
Central,Maize,1869.26,16.96,56.59,8.09,275.8,8.44,19.15,29.01
East,Rice,1949.16,33.58,44.52,5.55,131.56,5.12,18.45,34.19
Central,Wheat,1685.75,23.51,70.72,6.45,92.67,3.98,0.72,24.87
East,Sugarcane,1013.09,29.57,79.31,7.08,125.35,7.54,1.8,25.52
West,Sugarcane,1703.04,24.54,60.12,5.68,69.13,9.28,13.92,23.07
East,Wheat,1620.32,28.19,46.79,7.0,94.98,7.18,9.55,30.1
South,Sugarcane,1044.25,34.39,41.54,7.5,257.03,1.86,7.82,29.65
North,Sugarcane,567.36,19.96,84.48,5.21,109.16,7.43,14.04,15.21
East,Wheat,1766.66,15.43,43.21,7.86,155.45,6.79,7.95,25.91
North,Rice,888.8,29.9,61.28,8.02,237.84,3.81,12.88,21.3
West,Rice,580.93,24.25,82.3,6.32,257.25,5.61,13.35,24.93
West,Sugarcane,1978.81,29.45,65.88,8.4,220.22,2.99,7.51,35.26
South,Rice,1881.59,37.2,66.79,6.53,170.52,4.52,7.52,37.26
South,Rice,1610.84,22.61,52.61,6.08,158.53,9.94,10.41,22.25
East,Sugarcane,508.0,39.26,79.07,6.2,157.8,9.49,19.5,29.76
Central,Sugarcane,1556.71,27.98,82.84,6.01,206.75,1.48,11.53,29.14
West,Rice,1457.11,33.3,71.66,6.98,55.58,7.99,16.14,27.18
North,Cotton,794.3,36.15,75.54,4.72,63.86,2.79,15.33,20.13
Central,Wheat,1134.04,23.19,51.3,5.71,223.11,6.01,16.22,23.12
West,Rice,1943.21,15.38,37.6,7.98,147.94,6.28,14.7,22.37
East,Rice,428.2,22.17,80.1,5.02,75.63,9.33,7.51,22.15
West,Cotton,1151.06,25.25,74.23,7.22,114.2,6.57,3.51,25.41
South,Maize,1334.2,35.27,40.48,7.45,84.92,8.08,4.63,28.65
North,Maize,1789.16,26.98,61.7,7.73,220.99,4.99,11.94,33.89
North,Wheat,1528.34,25.71,76.07,4.58,159.07,9.37,5.22,25.39
South,Sugarcane,560.24,35.44,49.51,8.21,120.78,8.37,1.29,25.8
Central,Rice,1003.88,35.64,51.85,7.14,242.84,1.84,10.62,29.74
South,Cotton,599.41,35.17,54.68,8.36,266.91,3.37,17.49,31.59
North,Sugarcane,1889.47,31.8,72.66,8.31,297.77,5.42,11.51,29.01
East,Sugarcane,1506.11,15.74,79.56,8.35,66.06,5.51,1.09,16.78
Central,Maize,800.08,23.83,33.06,6.48,176.73,2.22,0.73,21.52
West,Rice,626.23,28.69,46.93,8.36,265.71,9.33,3.75,31.35
East,Wheat,597.99,22.38,89.23,5.91,177.11,3.4,5.78,26.39
Central,Cotton,1218.55,25.55,75.7,7.78,210.18,9.35,17.26,21.46
North,Rice,819.02,17.7,36.68,7.81,185.4,6.33,14.56,15.01
North,Sugarcane,1947.96,15.73,55.81,5.5,57.51,2.2,9.91,16.95
East,Sugarcane,1028.2,29.12,80.38,8.07,212.28,2.23,12.75,29.82
Central,Wheat,1988.6,33.17,62.02,6.57,227.74,4.75,14.8,27.61
West,Maize,1777.85,28.47,38.13,4.73,212.11,5.95,9.27,24.63
West,Wheat,1849.21,23.67,56.73,7.13,276.93,5.62,14.42,30.52
South,Wheat,1022.17,38.77,75.03,5.39,157.45,2.31,3.84,30.79
East,Rice,594.29,20.53,67.69,5.5,120.79,4.68,10.23,19.53
Central,Maize,1743.23,27.97,60.01,7.99,202.76,4.95,7.49,27.87
East,Sugarcane,408.07,21.58,79.58,6.65,113.62,7.38,17.02,15.62
West,Maize,1117.27,38.66,60.03,8.06,186.61,1.53,9.58,35.54
Central,Rice,634.75,15.34,76.63,7.52,133.98,5.4,6.35,8.71
North,Rice,1843.85,36.99,52.72,6.62,283.94,6.79,10.58,42.61
North,Wheat,1789.64,28.94,77.82,6.26,182.1,5.72,13.65,28.45
Central,Rice,620.22,38.37,31.52,6.97,130.81,8.0,16.98,22.62
East,Maize,1282.43,34.5,42.57,8.14,125.95,8.81,11.3,22.07
East,Wheat,774.6,31.63,83.84,5.35,80.29,4.59,17.3,18.0
North,Wheat,1223.23,33.76,55.44,6.49,235.89,1.1,19.52,31.78
North,Wheat,1962.44,35.75,62.59,8.46,55.91,6.63,12.7,30.86
West,Maize,768.67,22.5,33.31,6.72,198.82,6.1,18.09,23.54
Central,Wheat,504.45,32.86,35.66,5.66,176.88,3.81,13.84,27.75
East,Cotton,807.13,18.28,50.29,4.51,95.33,6.84,17.04,12.19
West,Cotton,1974.77,35.3,53.32,7.68,248.14,5.16,14.77,34.31
East,Maize,530.69,38.63,48.8,6.34,53.61,5.95,4.8,27.76
North,Sugarcane,460.19,30.29,35.43,4.85,55.39,3.93,19.83,16.6
Central,Sugarcane,642.31,36.83,89.28,5.17,212.94,5.94,7.22,26.16
South,Wheat,1690.32,39.8,81.5,5.35,152.99,6.74,3.62,33.77
Central,Maize,1154.2,19.04,73.96,7.44,296.01,8.74,12.0,22.42
South,Wheat,941.47,21.49,49.22,8.28,238.55,3.73,5.56,25.17
West,Wheat,1452.12,27.14,87.04,5.92,74.67,1.21,9.91,23.58
South,Cotton,554.22,35.5,78.71,5.75,255.85,6.33,5.15,30.37
South,Rice,1514.5,35.53,34.75,8.17,237.64,5.11,14.24,29.28
West,Maize,886.27,34.82,45.11,5.32,200.09,2.65,4.56,28.75
Central,Rice,1770.79,38.34,36.13,6.54,87.17,2.81,3.16,30.12
West,Cotton,1558.77,37.65,67.52,7.05,92.61,9.42,7.02,27.69
North,Rice,1804.19,26.58,56.58,8.2,161.23,3.77,19.79,24.15
North,Cotton,695.62,36.45,72.73,4.61,97.38,6.15,16.02,27.95
South,Sugarcane,637.39,23.24,53.85,7.74,235.77,3.26,3.17,19.01
West,Cotton,1538.23,35.68,30.85,6.4,113.63,7.69,8.8,26.23
West,Maize,1873.77,38.33,41.3,5.75,154.66,1.23,0.52,34.57
West,Sugarcane,1687.79,27.86,44.37,6.04,179.34,2.07,15.77,28.57
Central,Wheat,1904.91,16.82,71.69,7.5,233.05,3.3,9.46,24.29
East,Maize,417.78,27.08,34.49,5.87,229.63,6.98,3.1,23.93
East,Maize,685.88,21.63,45.99,7.2,279.11,5.1,18.0,20.2
East,Maize,1389.62,28.93,37.8,5.0,281.74,6.65,9.76,34.04
Central,Rice,1076.44,29.4,33.37,5.14,76.11,6.97,2.31,21.83
West,Rice,1624.5,25.66,36.52,4.94,190.23,7.59,0.84,22.84
East,Wheat,507.82,32.37,77.64,7.42,123.84,4.89,8.22,25.33
West,Rice,1409.23,27.17,85.81,7.93,192.6,7.83,5.19,29.3
South,Maize,1886.96,34.14,84.73,5.76,64.23,9.76,4.74,31.87
East,Cotton,767.47,17.97,84.79,6.85,292.56,7.3,19.48,18.17
South,Wheat,1489.47,34.14,44.87,8.09,172.13,5.42,15.17,34.05
Central,Wheat,950.09,29.3,79.09,6.18,293.71,1.24,5.77,28.43
North,Maize,993.73,17.09,38.36,6.55,292.83,4.37,9.71,24.45
Central,Sugarcane,1223.96,21.2,32.84,8.09,221.5,2.29,12.64,21.19
Central,Rice,885.28,19.07,79.27,5.72,202.76,1.74,8.64,21.32
Central,Sugarcane,1946.62,36.41,80.38,7.29,264.82,1.52,16.22,34.72
East,Maize,469.82,33.76,83.21,6.96,93.06,2.65,15.05,22.64
South,Sugarcane,1573.46,23.4,69.52,5.17,267.17,9.78,14.85,25.91
East,Maize,529.95,37.34,67.56,7.48,61.41,3.13,4.13,21.79
North,Rice,1766.26,34.77,41.23,5.93,289.31,4.34,11.42,29.62
Central,Rice,1163.05,16.86,42.88,4.81,170.47,5.78,10.36,10.75
West,Wheat,757.8,39.15,64.45,5.5,194.67,6.4,9.25,28.03
North,Sugarcane,1185.48,38.42,69.08,7.11,50.29,3.37,4.93,27.79
South,Sugarcane,1928.67,28.52,76.57,7.03,239.88,6.97,12.1,30.83
North,Sugarcane,661.73,31.86,64.67,5.74,175.92,6.73,19.59,27.81
East,Sugarcane,1368.2,28.23,82.45,7.09,162.59,9.12,6.27,24.3
West,Cotton,1159.08,25.79,41.66,7.91,86.1,2.52,12.29,23.72
East,Wheat,1516.25,19.81,72.74,5.21,155.11,2.13,8.42,20.84
Central,Wheat,677.43,33.54,45.64,6.54,69.01,1.73,18.63,22.43
Central,Cotton,1352.99,17.93,58.01,6.25,61.35,6.84,8.37,18.59
North,Sugarcane,1761.41,32.8,63.39,4.61,175.04,7.63,5.99,31.74
Central,Cotton,440.86,31.85,48.03,7.31,96.87,9.07,9.39,20.34
Central,Sugarcane,1684.13,39.65,46.15,4.66,153.46,2.62,14.04,31.89
South,Cotton,1159.37,20.71,85.37,7.91,209.62,6.37,19.88,22.29
South,Wheat,706.73,30.13,87.81,6.2,85.47,7.34,19.23,22.81
East,Cotton,1373.21,19.7,57.07,5.96,272.88,6.87,19.2,25.21
East,Maize,880.08,31.6,31.81,5.78,213.32,2.09,19.16,23.54
South,Sugarcane,1976.27,27.88,78.26,5.97,107.01,8.99,1.8,28.71
North,Cotton,833.33,23.55,60.53,8.42,120.8,1.04,10.19,19.02
South,Sugarcane,1543.31,31.21,82.31,8.42,161.23,7.03,9.39,31.1
East,Rice,1203.03,29.21,41.97,5.52,102.45,1.11,17.68,24.48
West,Sugarcane,1031.77,33.78,47.37,6.84,125.82,3.62,14.89,25.98
Central,Cotton,1241.22,15.84,59.38,6.6,68.15,1.36,8.02,10.86
West,Sugarcane,888.39,35.94,66.3,5.72,217.53,7.47,1.73,29.84
West,Maize,1138.63,38.71,65.84,7.96,250.98,7.53,9.46,31.03
Central,Maize,1000.19,19.12,72.53,6.5,269.46,2.9,4.79,21.69
South,Cotton,1435.42,20.61,52.84,5.41,143.31,8.03,11.25,20.21
North,Cotton,1555.37,27.66,63.48,7.91,182.85,4.19,18.47,32.87
West,Sugarcane,1629.76,32.63,51.09,4.75,286.15,7.0,10.0,32.57
North,Wheat,1657.85,26.55,81.8,6.83,115.76,3.82,16.01,20.67
East,Maize,965.71,26.54,45.24,5.55,230.13,1.01,8.57,27.97
West,Maize,1384.62,39.95,57.38,5.92,136.69,5.88,16.09,37.24
East,Rice,1210.07,23.86,75.68,5.26,121.54,5.18,3.11,26.28
South,Rice,1424.12,29.91,59.27,6.84,230.79,4.32,5.49,26.99
West,Wheat,966.35,35.55,30.37,5.9,231.7,4.25,10.54,34.19
East,Maize,706.17,19.66,31.52,5.45,117.51,4.37,1.97,18.01
East,Cotton,1561.55,38.88,85.54,4.67,179.46,7.51,18.24,35.19
South,Maize,1005.09,19.67,72.88,8.23,290.13,3.65,13.79,18.12
North,Cotton,1570.92,28.08,64.35,8.16,223.33,2.16,3.92,27.88
North,Cotton,1531.89,29.22,74.51,8.41,195.21,2.27,6.22,27.52
West,Wheat,1989.22,30.25,45.01,7.69,289.14,6.35,7.13,33.92
South,Maize,984.99,18.12,64.84,7.41,227.37,6.1,0.89,16.33
